
# time= 5
0.00125 -6.41449e-10
0.00375 -5.91062e-10
0.00625 -5.37387e-10
0.00875 -4.82838e-10
0.01125 -4.30102e-10
0.01375 -3.82382e-10
0.01625 -3.4375e-10
0.01875 -3.19617e-10
0.02125 -3.17292e-10
0.02375 -3.46609e-10
0.02625 -4.20533e-10
0.02875 -5.55582e-10
0.03125 -7.71809e-10
0.03375 -1.09192e-09
0.03625 -1.53883e-09
0.03875 -2.1307e-09
0.04125 -2.87187e-09
0.04375 -3.73745e-09
0.04625 -4.64854e-09
0.04875 -5.43349e-09
0.05125 -5.76931e-09
0.05375 -5.09479e-09
0.05625 -2.48465e-09
0.05875 3.53015e-09
0.06125 1.52148e-08
0.06375 3.59808e-08
0.06625 7.08653e-08
0.06875 1.27181e-07
0.07125 2.15385e-07
0.07375 3.50237e-07
0.07625 5.52314e-07
0.07875 8.49985e-07
0.08125 1.28196e-06
0.08375 1.90056e-06
0.08625 2.77585e-06
0.08875 4.00084e-06
0.09125 5.69805e-06
0.09375 8.02753e-06
0.09625 1.11969e-05
0.09875 1.54735e-05
0.10125 2.11992e-05
0.10375 2.88082e-05
0.10625 3.88483e-05
0.10875 5.20065e-05
0.11125 6.91386e-05
0.11375 9.13047e-05
0.11625 0.00011981
0.11875 0.000156251
0.12125 0.000202572
0.12375 0.000261125
0.12625 0.000334741
0.12875 0.000426805
0.13125 0.000541351
0.13375 0.000683151
0.13625 0.000857823
0.13875 0.00107195
0.14125 0.0013332
0.14375 0.00165046
0.14625 0.00203398
0.14875 0.0024955
0.15125 0.00304844
0.15375 0.00370799
0.15625 0.00449135
0.15875 0.00541777
0.16125 0.00650879
0.16375 0.00778833
0.16625 0.0092828
0.16875 0.0110212
0.17125 0.0130352
0.17375 0.0153593
0.17625 0.0180306
0.17875 0.0210888
0.18125 0.0245766
0.18375 0.0285387
0.18625 0.0330226
0.18875 0.0380775
0.19125 0.0437546
0.19375 0.0501064
0.19625 0.0571864
0.19875 0.0650485
0.20125 0.0737465
0.20375 0.0833335
0.20625 0.0938611
0.20875 0.105379
0.21125 0.117932
0.21375 0.131564
0.21625 0.146312
0.21875 0.162208
0.22125 0.179277
0.22375 0.197537
0.22625 0.216997
0.22875 0.237657
0.23125 0.259508
0.23375 0.282528
0.23625 0.306686
0.23875 0.331938
0.24125 0.358227
0.24375 0.385484
0.24625 0.41363
0.24875 0.442569
0.25125 0.472196
0.25375 0.502395
0.25625 0.533035
0.25875 0.563978
0.26125 0.595074
0.26375 0.626165
0.26625 0.657088
0.26875 0.687671
0.27125 0.717741
0.27375 0.74712
0.27625 0.775633
0.27875 0.803103
0.28125 0.829359
0.28375 0.854232
0.28625 0.87756
0.28875 0.899188
0.29125 0.918971
0.29375 0.936775
0.29625 0.952479
0.29875 0.96598
0.30125 0.97719
0.30375 0.986038
0.30625 0.992474
0.30875 0.996464
0.31125 0.997991
0.31375 0.997054
0.31625 0.993667
0.31875 0.98786
0.32125 0.979679
0.32375 0.969186
0.32625 0.956463
0.32875 0.941612
0.33125 0.924752
0.33375 0.906021
0.33625 0.885566
0.33875 0.863542
0.34125 0.840104
0.34375 0.815405
0.34625 0.789589
0.34875 0.762796
0.35125 0.735162
0.35375 0.706829
0.35625 0.677946
0.35875 0.648677
0.36125 0.6192
0.36375 0.5897
0.36625 0.560363
0.36875 0.531359
0.37125 0.50283
0.37375 0.47488
0.37625 0.44757
0.37875 0.420921
0.38125 0.39493
0.38375 0.369586
0.38625 0.344897
0.38875 0.320905
0.39125 0.297697
0.39375 0.275409
0.39625 0.254203
0.39875 0.234243
0.40125 0.215657
0.40375 0.198506
0.40625 0.182757
0.40875 0.168275
0.41125 0.154837
0.41375 0.142165
0.41625 0.12998
0.41875 0.11806
0.42125 0.106288
0.42375 0.0946969
0.42625 0.0834675
0.42875 0.0729099
0.43125 0.0634057
0.43375 0.0553293
0.43625 0.0489609
0.43875 0.044408
0.44125 0.0415518
0.44375 0.0400339
0.44625 0.039288
0.44875 0.0386167
0.45125 0.0373021
0.45375 0.0347316
0.45625 0.0305187
0.45875 0.0245935
