# x u(x,t)
0.000000000000000000e+00 -2.714004493364896575e-09
1.220703125000000000e-04 2.713848316210354383e-09
2.441406250000000000e-04 -2.713689550848386034e-09
3.662109375000000000e-04 2.713537623766359985e-09
4.882812500000000000e-04 -2.713389041231195620e-09
6.103515625000000000e-04 2.713243251600827577e-09
7.324218750000000000e-04 -2.713100757945063890e-09
8.544921875000000000e-04 2.712962347828362653e-09
9.765625000000000000e-04 -2.712826206729967993e-09
1.098632812500000000e-03 2.712694291417960812e-09
1.220703125000000000e-03 -2.712562750806224443e-09
1.342773437500000000e-03 2.712438718077692101e-09
1.464843750000000000e-03 -2.712313977581981561e-09
1.586914062500000000e-03 2.712196502108188412e-09
1.708984375000000000e-03 -2.712079401334666073e-09
1.831054687500000000e-03 2.711966387569653136e-09
1.953125000000000000e-03 -2.711857297749142859e-09
2.075195312500000000e-03 2.711747451589197055e-09
2.197265625000000000e-03 -2.711645068209644904e-09
2.319335937500000000e-03 2.711544020567169255e-09
2.441406250000000000e-03 -2.711448680164929570e-09
2.563476562500000000e-03 2.711357624529675547e-09
2.685546875000000000e-03 -2.711265850718902470e-09
2.807617187500000000e-03 2.711179482306480537e-09
2.929687500000000000e-03 -2.711094432283900346e-09
3.051757812500000000e-03 2.711016102580066089e-09
3.173828125000000000e-03 -2.710939129429990047e-09
3.295898437500000000e-03 2.710865656951888525e-09
3.417968750000000000e-03 -2.710794491656010052e-09
3.540039062500000000e-03 2.710729113397647438e-09
3.662109375000000000e-03 -2.710661251015267226e-09
3.784179687500000000e-03 2.710601569588799720e-09
3.906250000000000000e-03 -2.710545156381360954e-09
4.028320312500000000e-03 2.710490706880896994e-09
4.150390625000000000e-03 -2.710442072173524508e-09
4.272460937500000000e-03 2.710394922389447458e-09
4.394531250000000000e-03 -2.710349354673180500e-09
4.516601562500000000e-03 2.710307211301055119e-09
4.638671875000000000e-03 -2.710267607564098569e-09
4.760742187500000000e-03 2.710235064151689244e-09
4.882812500000000000e-03 -2.710205011802191422e-09
5.004882812500000000e-03 2.710178241549510147e-09
5.126953125000000000e-03 -2.710152390700271141e-09
5.249023437500000000e-03 2.710132805672227363e-09
5.371093750000000000e-03 -2.710110965503664815e-09
