# x u(x,t)
0.000000000000000000e+00 8.012284631145016878e-02
1.220703125000000000e-04 8.012523292358426918e-02
2.441406250000000000e-04 8.012762886149051023e-02
3.662109375000000000e-04 8.013001540833403213e-02
4.882812500000000000e-04 8.013241128425536985e-02
6.103515625000000000e-04 8.013479776574036761e-02
7.324218750000000000e-04 8.013719357967780121e-02
8.544921875000000000e-04 8.013957999574924940e-02
9.765625000000000000e-04 8.014197574769649224e-02
1.098632812500000000e-03 8.014436209831546365e-02
1.220703125000000000e-03 8.014675778825469665e-02
1.342773437500000000e-03 8.014914407336917734e-02
1.464843750000000000e-03 8.015153970130509120e-02
1.586914062500000000e-03 8.015392592085930634e-02
1.708984375000000000e-03 8.015632148678547564e-02
1.831054687500000000e-03 8.015870764072119403e-02
1.953125000000000000e-03 8.016110314462748798e-02
2.075195312500000000e-03 8.016348923290726736e-02
2.197265625000000000e-03 8.016588467477675506e-02
2.319335937500000000e-03 8.016827069734344668e-02
2.441406250000000000e-03 8.017066607718387194e-02
2.563476562500000000e-03 8.017305203397738500e-02
2.685546875000000000e-03 8.017544735179193971e-02
2.807617187500000000e-03 8.017783324277066859e-02
2.929687500000000000e-03 8.018022849854102019e-02
3.051757812500000000e-03 8.018261432363631147e-02
3.173828125000000000e-03 8.018500951736549920e-02
3.295898437500000000e-03 8.018739527654367150e-02
3.417968750000000000e-03 8.018979040820817250e-02
3.540039062500000000e-03 8.019217610141915475e-02
3.662109375000000000e-03 8.019457117101116972e-02
3.784179687500000000e-03 8.019695679821316203e-02
3.906250000000000000e-03 8.019935180573577183e-02
4.028320312500000000e-03 8.020173736685587418e-02
4.150390625000000000e-03 8.020413231231621198e-02
4.272460937500000000e-03 8.020651780728721425e-02
4.394531250000000000e-03 8.020891269067612073e-02
4.516601562500000000e-03 8.021129811947005916e-02
4.638671875000000000e-03 8.021369294077043688e-02
4.760742187500000000e-03 8.021607830333643552e-02
4.882812500000000000e-03 8.021847306254738241e-02
5.004882812500000000e-03 8.022085835881992422e-02
5.126953125000000000e-03 8.022325305593608347e-02
5.249023437500000000e-03 8.022563828588143153e-02
5.371093750000000000e-03 8.022803292088317995e-02
5.493164062500000000e-03 8.023041808445191547e-02
5.615234375000000000e-03 8.023281265735131285e-02
5.737304687500000000e-03 8.023519775446677493e-02
5.859375000000000000e-03 8.023759226525301047e-02
5.981445312500000000e-03 8.023997729587190042e-02
6.103515625000000000e-03 8.024237174454557087e-02
6.225585937500000000e-03 8.024475670862464549e-02
6.347656250000000000e-03 8.024715109516661338e-02
6.469726562500000000e-03 8.024953599264578186e-02
6.591796875000000000e-03 8.025193031706516489e-02
6.713867187500000000e-03 8.025431514789607701e-02
6.835937500000000000e-03 8.025670941017032378e-02
6.958007812500000000e-03 8.025909417430190929e-02
7.080078125000000000e-03 8.026148837445418183e-02
