# x u(x,t)
0.000000000000000000e+00 -8.257283745649601769e-16
1.220703125000000000e-04 -9.020562075079396891e-16
2.441406250000000000e-04 -8.187894806610529486e-16
3.662109375000000000e-04 -8.743006318923107756e-16
4.882812500000000000e-04 -8.326672684688674053e-16
6.103515625000000000e-04 -7.771561172376095783e-16
7.324218750000000000e-04 -8.187894806610529486e-16
8.544921875000000000e-04 -8.534839501805890905e-16
9.765625000000000000e-04 -8.326672684688674053e-16
1.098632812500000000e-03 -8.534839501805890905e-16
1.220703125000000000e-03 -8.604228440844963188e-16
1.342773437500000000e-03 -7.632783294297951215e-16
1.464843750000000000e-03 -7.771561172376095783e-16
1.586914062500000000e-03 -8.534839501805890905e-16
1.708984375000000000e-03 -8.187894806610529486e-16
1.831054687500000000e-03 -8.326672684688674053e-16
1.953125000000000000e-03 -8.187894806610529486e-16
2.075195312500000000e-03 -8.465450562766818621e-16
2.197265625000000000e-03 -8.604228440844963188e-16
2.319335937500000000e-03 -8.881784197001252323e-16
2.441406250000000000e-03 -9.020562075079396891e-16
2.563476562500000000e-03 -8.743006318923107756e-16
2.685546875000000000e-03 -8.049116928532384918e-16
2.807617187500000000e-03 -8.604228440844963188e-16
2.929687500000000000e-03 -8.604228440844963188e-16
3.051757812500000000e-03 -8.743006318923107756e-16
3.173828125000000000e-03 -7.494005416219806648e-16
3.295898437500000000e-03 -9.020562075079396891e-16
3.417968750000000000e-03 -8.604228440844963188e-16
3.540039062500000000e-03 -7.771561172376095783e-16
3.662109375000000000e-03 -8.604228440844963188e-16
3.784179687500000000e-03 -7.632783294297951215e-16
3.906250000000000000e-03 -7.910339050454240351e-16
4.028320312500000000e-03 -8.187894806610529486e-16
4.150390625000000000e-03 -8.187894806610529486e-16
4.272460937500000000e-03 -7.771561172376095783e-16
4.394531250000000000e-03 -7.077671781985372945e-16
4.516601562500000000e-03 -7.771561172376095783e-16
4.638671875000000000e-03 -7.910339050454240351e-16
4.760742187500000000e-03 -8.049116928532384918e-16
4.882812500000000000e-03 -8.049116928532384918e-16
5.004882812500000000e-03 -8.604228440844963188e-16
5.126953125000000000e-03 -8.465450562766818621e-16
5.249023437500000000e-03 -8.187894806610529486e-16
5.371093750000000000e-03 -7.216449660063517513e-16
5.493164062500000000e-03 -7.494005416219806648e-16
5.615234375000000000e-03 -7.355227538141662080e-16
5.737304687500000000e-03 -7.355227538141662080e-16
5.859375000000000000e-03 -7.910339050454240351e-16
5.981445312500000000e-03 -7.632783294297951215e-16
6.103515625000000000e-03 -8.743006318923107756e-16
6.225585937500000000e-03 -8.326672684688674053e-16
6.347656250000000000e-03 -8.326672684688674053e-16
6.469726562500000000e-03 -8.049116928532384918e-16
6.591796875000000000e-03 -8.326672684688674053e-16
6.713867187500000000e-03 -7.216449660063517513e-16
6.835937500000000000e-03 -8.326672684688674053e-16
6.958007812500000000e-03 -7.632783294297951215e-16
7.080078125000000000e-03 -7.910339050454240351e-16
7.202148437500000000e-03 -7.910339050454240351e-16
7.324218750000000000e-03 -7.910339050454240351e-16
7.446289062500000000e-03 -8.049116928532384918e-16
7.568359375000000000e-03 -6.938893903907228378e-16
7.690429687500000000e-03 -7.910339050454240351e-16
7.812500000000000000e-03 -8.465450562766818621e-16
