# x u(x,t)
0.000000000000000000e+00 7.498399796104954218e-02
1.220703125000000000e-04 7.498623723334396640e-02
2.441406250000000000e-04 7.498847647925510618e-02
3.662109375000000000e-04 7.499071569657878022e-02
4.882812500000000000e-04 7.499295488897084194e-02
6.103515625000000000e-04 7.499519405130067318e-02
7.324218750000000000e-04 7.499743319014434695e-02
8.544921875000000000e-04 7.499967229744664010e-02
9.765625000000000000e-04 7.500191138271827818e-02
1.098632812500000000e-03 7.500415043497404843e-02
1.220703125000000000e-03 7.500638946664822670e-02
1.342773437500000000e-03 7.500862846382844173e-02
1.464843750000000000e-03 7.501086744187690503e-02
1.586914062500000000e-03 7.501310638395708441e-02
1.708984375000000000e-03 7.501534530835207715e-02
1.831054687500000000e-03 7.501758419530446531e-02
1.953125000000000000e-03 7.501982306602650308e-02
2.075195312500000000e-03 7.502206189782489876e-02
2.197265625000000000e-03 7.502430071484383900e-02
2.319335937500000000e-03 7.502653949146176338e-02
2.441406250000000000e-03 7.502877825475329221e-02
2.563476562500000000e-03 7.503101697616482157e-02
2.685546875000000000e-03 7.503325568570107240e-02
2.807617187500000000e-03 7.503549435188389127e-02
2.929687500000000000e-03 7.503773300763638687e-02
3.051757812500000000e-03 7.503997161855835429e-02
3.173828125000000000e-03 7.504221022050877599e-02
3.295898437500000000e-03 7.504444877614757647e-02
3.417968750000000000e-03 7.504668732426267308e-02
3.540039062500000000e-03 7.504892582459388173e-02
3.662109375000000000e-03 7.505116431884883976e-02
3.784179687500000000e-03 7.505340276384159237e-02
3.906250000000000000e-03 7.505564120421481800e-02
4.028320312500000000e-03 7.505787959384502273e-02
4.150390625000000000e-03 7.506011798030653992e-02
4.272460937500000000e-03 7.506235631455338009e-02
4.394531250000000000e-03 7.506459464707204710e-02
4.516601562500000000e-03 7.506683292590143886e-02
4.638671875000000000e-03 7.506907120446526527e-02
4.760742187500000000e-03 7.507130942785172900e-02
4.882812500000000000e-03 7.507354765242463257e-02
5.004882812500000000e-03 7.507578582034629688e-02
5.126953125000000000e-03 7.507802399090235390e-02
5.249023437500000000e-03 7.508026210333318406e-02
5.371093750000000000e-03 7.508250021984763656e-02
5.493164062500000000e-03 7.508473827676098722e-02
5.615234375000000000e-03 7.508697633920702330e-02
5.737304687500000000e-03 7.508921434057413968e-02
5.859375000000000000e-03 7.509145234892999898e-02
5.981445312500000000e-03 7.509369029472579005e-02
6.103515625000000000e-03 7.509592824895877650e-02
6.225585937500000000e-03 7.509816613916148187e-02
6.347656250000000000e-03 7.510040403924639341e-02
6.469726562500000000e-03 7.510264187382525991e-02
6.591796875000000000e-03 7.510487971974116883e-02
6.713867187500000000e-03 7.510711749867143849e-02
6.835937500000000000e-03 7.510935529039025615e-02
6.958007812500000000e-03 7.511159301364167540e-02
7.080078125000000000e-03 7.511383075113731156e-02
7.202148437500000000e-03 7.511606841869045148e-02
7.324218750000000000e-03 7.511830610193337421e-02
7.446289062500000000e-03 7.512054371375842532e-02
7.568359375000000000e-03 7.512278134272842856e-02
7.690429687500000000e-03 7.512501889880035533e-02
7.812500000000000000e-03 7.512725647346824021e-02
7.934570312500000000e-03 7.512949397375978666e-02
