# x u(x,t)
0.000000000000000000e+00 -2.869738895888108640e-03
1.220703125000000000e-04 -3.614359593340852727e-03
2.441406250000000000e-04 -4.358978164559015184e-03
3.662109375000000000e-04 -5.103594171502598940e-03
4.882812500000000000e-04 -5.848207176133130882e-03
6.103515625000000000e-04 -6.592816740414134125e-03
7.324218750000000000e-04 -7.337422426310934165e-03
8.544921875000000000e-04 -8.082023795791166282e-03
9.765625000000000000e-04 -8.826620410824933399e-03
1.098632812500000000e-03 -9.571211833385395024e-03
1.220703125000000000e-03 -1.031579762544859377e-02
1.342773437500000000e-03 -1.106037734899377629e-02
1.464843750000000000e-03 -1.180495056600382696e-02
1.586914062500000000e-03 -1.254951683846570153e-02
1.708984375000000000e-03 -1.329407572837017389e-02
1.831054687500000000e-03 -1.403862679771242065e-02
1.953125000000000000e-03 -1.478316960849214261e-02
2.075195312500000000e-03 -1.552770372271413193e-02
2.197265625000000000e-03 -1.627222870238810570e-02
2.319335937500000000e-03 -1.701674410952908403e-02
2.441406250000000000e-03 -1.776124950615788969e-02
2.563476562500000000e-03 -1.850574445430135107e-02
2.685546875000000000e-03 -1.925022851599211826e-02
2.807617187500000000e-03 -1.999470125326946110e-02
2.929687500000000000e-03 -2.073916222817902624e-02
3.051757812500000000e-03 -2.148361100277390232e-02
3.173828125000000000e-03 -2.222804713911401622e-02
3.295898437500000000e-03 -2.297247019926666398e-02
3.417968750000000000e-03 -2.371687974530680906e-02
3.540039062500000000e-03 -2.446127533931776940e-02
3.662109375000000000e-03 -2.520565654339067610e-02
3.784179687500000000e-03 -2.595002291962529919e-02
3.906250000000000000e-03 -2.669437403012983948e-02
4.028320312500000000e-03 -2.743870943702203524e-02
4.150390625000000000e-03 -2.818302870242845801e-02
4.272460937500000000e-03 -2.892733138848518556e-02
4.394531250000000000e-03 -2.967161705733805527e-02
4.516601562500000000e-03 -3.041588527114317056e-02
4.638671875000000000e-03 -3.116013559206664077e-02
4.760742187500000000e-03 -3.190436758228517439e-02
4.882812500000000000e-03 -3.264858080398615886e-02
5.004882812500000000e-03 -3.339277481936830244e-02
5.126953125000000000e-03 -3.413694919064142602e-02
5.249023437500000000e-03 -3.488110348002680661e-02
5.371093750000000000e-03 -3.562523724975760059e-02
5.493164062500000000e-03 -3.636935006207927396e-02
5.615234375000000000e-03 -3.711344147924936637e-02
5.737304687500000000e-03 -3.785751106353806017e-02
5.859375000000000000e-03 -3.860155837722827055e-02
5.981445312500000000e-03 -3.934558298261634640e-02
6.103515625000000000e-03 -4.008958444201161930e-02
6.225585937500000000e-03 -4.083356231773722228e-02
6.347656250000000000e-03 -4.157751617213012452e-02
6.469726562500000000e-03 -4.232144556754160319e-02
6.591796875000000000e-03 -4.306535006633700757e-02
6.713867187500000000e-03 -4.380922923089659166e-02
6.835937500000000000e-03 -4.455308262361513949e-02
6.958007812500000000e-03 -4.529690980690321417e-02
7.080078125000000000e-03 -4.604071034318632516e-02
7.202148437500000000e-03 -4.678448379490576098e-02
7.324218750000000000e-03 -4.752822972451854061e-02
7.446289062500000000e-03 -4.827194769449851680e-02
7.568359375000000000e-03 -4.901563726733526583e-02
7.690429687500000000e-03 -4.975929800553558630e-02
7.812500000000000000e-03 -5.050292947162276364e-02
7.934570312500000000e-03 -5.124653122813779133e-02
8.056640625000000000e-03 -5.199010283763887824e-02
8.178710937500000000e-03 -5.273364386270194132e-02
8.300781250000000000e-03 -5.347715386592086922e-02
8.422851562500000000e-03 -5.422063240990807054e-02
8.544921875000000000e-03 -5.496407905729421006e-02
8.666992187500000000e-03 -5.570749337072876395e-02
8.789062500000000000e-03 -5.645087491288014458e-02
8.911132812500000000e-03 -5.719422324643631123e-02
9.033203125000000000e-03 -5.793753793410456876e-02
9.155273437500000000e-03 -5.868081853861194935e-02
9.277343750000000000e-03 -5.942406462270554551e-02
9.399414062500000000e-03 -6.016727574915305826e-02
9.521484375000000000e-03 -6.091045148074244325e-02
9.643554687500000000e-03 -6.165359138028254915e-02
9.765625000000000000e-03 -6.239669501060326334e-02
9.887695312500000000e-03 -6.313976193455596297e-02
1.000976562500000000e-02 -6.388279171501350107e-02
1.013183593750000000e-02 -6.462578391487049101e-02
1.025390625000000000e-02 -6.536873809704381311e-02
1.037597656250000000e-02 -6.611165382447280192e-02
1.049804687500000000e-02 -6.685453066011919077e-02
1.062011718750000000e-02 -6.759736816696766681e-02
1.074218750000000000e-02 -6.834016590802589886e-02
1.086425781250000000e-02 -6.908292344632541160e-02
1.098632812500000000e-02 -6.982564034492098892e-02
1.110839843750000000e-02 -7.056831616689136777e-02
1.123046875000000000e-02 -7.131095047533932141e-02
1.135253906250000000e-02 -7.205354283339250598e-02
1.147460937500000000e-02 -7.279609280420286377e-02
1.159667968750000000e-02 -7.353859995094741420e-02
1.171875000000000000e-02 -7.428106383682812897e-02
1.184082031250000000e-02 -7.502348402507293124e-02
1.196289062500000000e-02 -7.576586007893505725e-02
1.208496093750000000e-02 -7.650819156169373636e-02
1.220703125000000000e-02 -7.725047803665442692e-02
1.232910156250000000e-02 -7.799271906714927427e-02
1.245117187500000000e-02 -7.873491421653695810e-02
1.257324218750000000e-02 -7.947706304820316425e-02
1.269531250000000000e-02 -8.021916512556076517e-02
1.281738281250000000e-02 -8.096122001205040275e-02
1.293945312500000000e-02 -8.170322727114029404e-02
1.306152343750000000e-02 -8.244518646632655046e-02
1.318359375000000000e-02 -8.318709716113366348e-02
1.330566406250000000e-02 -8.392895891911487938e-02
1.342773437500000000e-02 -8.467077130385197714e-02
1.354980468750000000e-02 -8.541253387895582361e-02
1.367187500000000000e-02 -8.615424620806651224e-02
