# x u(x,t)
0.000000000000000000e+00 -6.059902861091575231e-21
1.220703125000000000e-04 7.669903187427144602e-04
2.441406250000000000e-04 1.533980186284855272e-03
3.662109375000000000e-04 2.300969151425868303e-03
4.882812500000000000e-04 3.067956762965882034e-03
6.103515625000000000e-04 3.834942569706221473e-03
7.324218750000000000e-04 4.601926120448669374e-03
8.544921875000000000e-04 5.368906963996356377e-03
9.765625000000000000e-04 6.135884649154455320e-03
1.098632812500000000e-03 6.902858724729715040e-03
1.220703125000000000e-03 7.669828739531216709e-03
1.342773437500000000e-03 8.436794242369833469e-03
1.464843750000000000e-03 9.203754782059880152e-03
1.586914062500000000e-03 9.970709907417990917e-03
1.708984375000000000e-03 1.073765916726450789e-02
1.831054687500000000e-03 1.150460211042278642e-02
1.953125000000000000e-03 1.227153828571998437e-02
2.075195312500000000e-03 1.303846724198738129e-02
2.197265625000000000e-03 1.380538852806050161e-02
2.319335937500000000e-03 1.457230169277908861e-02
2.441406250000000000e-03 1.533920628498807240e-02
2.563476562500000000e-03 1.610610185353730794e-02
2.685546875000000000e-03 1.687298794728180409e-02
2.807617187500000000e-03 1.763986411508223356e-02
2.929687500000000000e-03 1.840672990580483406e-02
3.051757812500000000e-03 1.917358486832266423e-02
3.173828125000000000e-03 1.994042855151458016e-02
3.295898437500000000e-03 2.070726050426591539e-02
3.417968750000000000e-03 2.147408027546958073e-02
3.540039062500000000e-03 2.224088741402494712e-02
3.662109375000000000e-03 2.300768146883954215e-02
3.784179687500000000e-03 2.377446198882766579e-02
3.906250000000000000e-03 2.454122852291223955e-02
4.028320312500000000e-03 2.530798062002452553e-02
4.150390625000000000e-03 2.607471782910396330e-02
4.272460937500000000e-03 2.684143969909857930e-02
4.394531250000000000e-03 2.760814577896564606e-02
4.516601562500000000e-03 2.837483561767210893e-02
4.638671875000000000e-03 2.914150876419380198e-02
4.760742187500000000e-03 2.990816476751664496e-02
4.882812500000000000e-03 3.067480317663659126e-02
5.004882812500000000e-03 3.144142354056026628e-02
5.126953125000000000e-03 3.220802540830463440e-02
5.249023437500000000e-03 3.297460832889738402e-02
5.371093750000000000e-03 3.374117185137765623e-02
5.493164062500000000e-03 3.450771552479570820e-02
5.615234375000000000e-03 3.527423889821396791e-02
5.737304687500000000e-03 3.604074152070628478e-02
5.859375000000000000e-03 3.680722294135878314e-02
5.981445312500000000e-03 3.757368270927047976e-02
6.103515625000000000e-03 3.834012037355270103e-02
6.225585937500000000e-03 3.910653548332992252e-02
6.347656250000000000e-03 3.987292758773978291e-02
6.469726562500000000e-03 4.063929623593371537e-02
6.591796875000000000e-03 4.140564097707684355e-02
6.713867187500000000e-03 4.217196136034800230e-02
6.835937500000000000e-03 4.293825693494084800e-02
6.958007812500000000e-03 4.370452725006335193e-02
7.080078125000000000e-03 4.447077185493855667e-02
7.202148437500000000e-03 4.523699029880468014e-02
7.324218750000000000e-03 4.600318213091467157e-02
7.446289062500000000e-03 4.676934690053788368e-02
7.568359375000000000e-03 4.753548415695931645e-02
7.690429687500000000e-03 4.830159344948024153e-02
7.812500000000000000e-03 4.906767432741802187e-02
7.934570312500000000e-03 4.983372634010723584e-02
8.056640625000000000e-03 5.059974903689933717e-02
8.178710937500000000e-03 5.136574196716257174e-02
8.300781250000000000e-03 5.213170468028318488e-02
8.422851562500000000e-03 5.289763672566531738e-02
8.544921875000000000e-03 5.366353765273060294e-02
8.666992187500000000e-03 5.442940701091912581e-02
8.789062500000000000e-03 5.519524434968981624e-02
8.911132812500000000e-03 5.596104921852043668e-02
9.033203125000000000e-03 5.672682116690793558e-02
9.155273437500000000e-03 5.749255974436764949e-02
9.277343750000000000e-03 5.825826450043585653e-02
9.399414062500000000e-03 5.902393498466802779e-02
9.521484375000000000e-03 5.978957074663990984e-02
9.643554687500000000e-03 6.055517133594791324e-02
9.765625000000000000e-03 6.132073630220862687e-02
