# x u(x,t)
0.000000000000000000e+00 -6.936611283788333138e-01
1.220703125000000000e-04 -6.941897704757822307e-01
2.441406250000000000e-04 -6.947180041987746080e-01
3.662109375000000000e-04 -6.952458292370641280e-01
4.882812500000000000e-04 -6.957732452801447254e-01
6.103515625000000000e-04 -6.963002520177516974e-01
7.324218750000000000e-04 -6.968268491398599274e-01
8.544921875000000000e-04 -6.973530363366862161e-01
9.765625000000000000e-04 -6.978788132986879500e-01
1.098632812500000000e-03 -6.984041797165646548e-01
1.220703125000000000e-03 -6.989291352812561087e-01
1.342773437500000000e-03 -6.994536796839450066e-01
1.464843750000000000e-03 -6.999778126160549618e-01
1.586914062500000000e-03 -7.005015337692525046e-01
1.708984375000000000e-03 -7.010248428354457495e-01
1.831054687500000000e-03 -7.015477395067853950e-01
1.953125000000000000e-03 -7.020702234756648341e-01
2.075195312500000000e-03 -7.025922944347202659e-01
2.197265625000000000e-03 -7.031139520768308060e-01
2.319335937500000000e-03 -7.036351960951185980e-01
2.441406250000000000e-03 -7.041560261829492573e-01
2.563476562500000000e-03 -7.046764420339322044e-01
2.685546875000000000e-03 -7.051964433419195544e-01
2.807617187500000000e-03 -7.057160298010085597e-01
2.929687500000000000e-03 -7.062352011055392786e-01
3.051757812500000000e-03 -7.067539569500972396e-01
3.173828125000000000e-03 -7.072722970295112210e-01
3.295898437500000000e-03 -7.077902210388555826e-01
3.417968750000000000e-03 -7.083077286734483780e-01
3.540039062500000000e-03 -7.088248196288537972e-01
3.662109375000000000e-03 -7.093414936008803906e-01
3.784179687500000000e-03 -7.098577502855819565e-01
3.906250000000000000e-03 -7.103735893792578748e-01
4.028320312500000000e-03 -7.108890105784537727e-01
4.150390625000000000e-03 -7.114040135799605258e-01
4.272460937500000000e-03 -7.119185980808149239e-01
4.394531250000000000e-03 -7.124327637783000045e-01
4.516601562500000000e-03 -7.129465103699459405e-01
4.638671875000000000e-03 -7.134598375535283754e-01
4.760742187500000000e-03 -7.139727450270703102e-01
4.882812500000000000e-03 -7.144852324888412154e-01
5.004882812500000000e-03 -7.149972996373584744e-01
5.126953125000000000e-03 -7.155089461713856069e-01
5.249023437500000000e-03 -7.160201717899346008e-01
5.371093750000000000e-03 -7.165309761922642462e-01
5.493164062500000000e-03 -7.170413590778816904e-01
5.615234375000000000e-03 -7.175513201465417712e-01
5.737304687500000000e-03 -7.180608590982474615e-01
5.859375000000000000e-03 -7.185699756332499799e-01
5.981445312500000000e-03 -7.190786694520496791e-01
6.103515625000000000e-03 -7.195869402553947136e-01
6.225585937500000000e-03 -7.200947877442825940e-01
6.347656250000000000e-03 -7.206022116199595207e-01
6.469726562500000000e-03 -7.211092115839213834e-01
6.591796875000000000e-03 -7.216157873379129839e-01
6.713867187500000000e-03 -7.221219385839292570e-01
6.835937500000000000e-03 -7.226276650242136057e-01
6.958007812500000000e-03 -7.231329663612611203e-01
7.080078125000000000e-03 -7.236378422978153591e-01
7.202148437500000000e-03 -7.241422925368712349e-01
7.324218750000000000e-03 -7.246463167816733497e-01
7.446289062500000000e-03 -7.251499147357176600e-01
7.568359375000000000e-03 -7.256530861027501444e-01
7.690429687500000000e-03 -7.261558305867682472e-01
7.812500000000000000e-03 -7.266581478920197679e-01
7.934570312500000000e-03 -7.271600377230051926e-01
8.056640625000000000e-03 -7.276614997844752519e-01
8.178710937500000000e-03 -7.281625337814328081e-01
8.300781250000000000e-03 -7.286631394191321887e-01
8.422851562500000000e-03 -7.291633164030806302e-01
8.544921875000000000e-03 -7.296630644390362797e-01
8.666992187500000000e-03 -7.301623832330106367e-01
8.789062500000000000e-03 -7.306612724912666668e-01
8.911132812500000000e-03 -7.311597319203217982e-01
9.033203125000000000e-03 -7.316577612269441477e-01
